web-scraper-order,web-scraper-start-url,product_name,test_methodology,price,price-href,release_year,neutral_sound,wireless_gaming,headphone_type,comfort,weight,controls_rating,os_compatibility,controls_ease_of_use,breathability,portability,build_quality,frequency_response_consistency,frc_std,peaks_dips,imaging,battery,app_support,ios_support,android_support,macos_support,windows_support,bluetooth_rating,bluetooth_version,latency_aptx,latency_sbc,aac_support,brand_name
"1702359442-241","https://www.rtings.com/headphones/tools/table/126803","Sony WH-CH700N Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B079GPFLT1?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.4","5.7","Over-ear","7.5","0.5 lbs","7.1","Not OS specific","Good","6.6","6.0","7.0","5.3","1.61 dB","7.3","8.3","8.0","8.0","Yes","Yes","No","No","7.5","4.1","156 ms","182 ms","","Sony"
"1702359442-242","https://www.rtings.com/headphones/tools/table/126803","Astro A20 Wireless","v1.5","","","2017","7.7","7.5","Over-ear","7.0","0.8 lbs","6.2","Xbox One","Good","6.8","5.9","7.5","7.2","0.57 dB","6.6","8.3","7.8","7.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","Astro"
"1702359442-243","https://www.rtings.com/headphones/tools/table/126803","TOZO NC2 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08L7D38ZL?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.2","5.3","In-ear","7.0","0.02 lbs","7.5","Not OS specific","Decent","9.2","9.4","7.5","7.2","0.56 dB","8.1","8.7","7.0","0.0","No","No","No","No","6.9","5.2","N/A","243 ms","","TOZO"
"1702359442-244","https://www.rtings.com/headphones/tools/table/126803","Bose SoundSport Free Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0748G1QLP?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.8","5.9","Earbuds","7.5","0.04 lbs","5.7","Not OS specific","Poor","8.9","9.4","8.0","8.6","0.29 dB","8.5","9.3","6.2","7.0","Yes","Yes","No","No","6.5","4.1","N/A","555 ms","","Bose"
"1702359442-245","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Indy Fuel Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B086K4KWW3?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.8","5.3","In-ear","7.0","0.02 lbs","6.9","Not OS specific","Okay","9.2","9.5","7.5","8.1","0.37 dB","8.6","9.2","5.3","4.0","Yes","Yes","No","No","7.1","5.0","N/A","231 ms","","Skullcandy"
"1702359442-246","https://www.rtings.com/headphones/tools/table/126803","TOZO T10 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07J2Z5DBM?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","5.7","4.7","In-ear","6.0","0.02 lbs","4.9","Not OS specific","Okay","9.2","9.5","7.5","9.8","0.05 dB","7.1","8.5","5.1","0.0","No","No","No","No","6.6","5.0","N/A","322 ms","","TOZO"
"1702359442-247","https://www.rtings.com/headphones/tools/table/126803","Anker Soundcore Liberty 2 Pro Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B00E8BDS60?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","6.3","5.3","In-ear","7.0","0.04 lbs","4.9","Not OS specific","Good","9.2","9.4","7.5","9.1","0.19 dB","7.7","9.2","6.4","7.5","Yes","Yes","No","No","7.2","5.0","275 ms","","","Anker"
"1702359442-248","https://www.rtings.com/headphones/tools/table/126803","Sony WI-C200 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07THLNKH3?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.3","5.4","In-ear","7.0","0.04 lbs","6.5","Not OS specific","Good","9.2","9.3","6.5","9.3","0.15 dB","8.5","7.2","6.6","0.0","No","No","No","No","6.9","5.0","N/A","206 ms","","Sony"
"1702359442-249","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 9 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08SVS99Q5?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.8","7.5","Over-ear","7.5","0.83 lbs","7.8","Not OS specific","Good","5.8","5.5","8.0","5.4","1.27 dB","7.4","6.0","8.0","8.0","No","No","Yes","Yes","8.5","4.1","N/A","194 ms","","SteelSeries"
"1702359442-250","https://www.rtings.com/headphones/tools/table/126803","JBL Live Free NC+ TWS True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08WPBS8VC?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.6","5.9","In-ear","7.5","0.03 lbs","6.7","Not OS specific","Good","9.2","9.5","7.5","9.3","0.15 dB","8.6","9.2","6.9","8.0","Yes","Yes","No","No","6.9","5.1","N/A","179 ms","","JBL"
"1702359442-251","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Sesh Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07VPX4W35?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","6.5","5.1","In-ear","7.0","0.03 lbs","6.6","Not OS specific","Decent","9.2","9.6","7.5","8.9","0.22 dB","8.3","9.1","5.6","0.0","No","No","No","No","6.5","5.0","N/A","267 ms","","Skullcandy"
"1702359442-252","https://www.rtings.com/headphones/tools/table/126803","HyperX Cloud Flight S","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B082R1GMV2?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.5","7.7","Over-ear","7.5","0.68 lbs","6.0","PC/PS4","Good","","5.4","7.5","6.4","0.79 dB","6.8","8.9","8.1","6.5","No","No","No","Yes","0.0","No Bluetooth","N/A","N/A","","HyperX"
"1702359442-253","https://www.rtings.com/headphones/tools/table/126803","JBL TUNE 220TWS Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B082TPPLRV?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","5.9","4.9","Earbuds","6.5","0.02 lbs","5.7","Not OS specific","Good","9.2","9.5","7.0","8.1","0.38 dB","7.4","9.2","5.3","0.0","No","No","No","No","6.9","5.0","N/A","148 ms","","JBL"
"1702359442-254","https://www.rtings.com/headphones/tools/table/126803","TOZO T12 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B085DL3KMR?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.9","5.3","In-ear","7.0","0.03 lbs","6.6","Not OS specific","Decent","9.2","9.5","7.5","9.7","0.06 dB","7.6","9.4","6.0","0.0","No","No","No","No","6.7","5.0","N/A","264 ms","","TOZO"
"1702359442-255","https://www.rtings.com/headphones/tools/table/126803","Razer Nari Ultimate Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07HZ6YWNB?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.2","7.4","Over-ear","7.5","0.9 lbs","5.8","Not OS specific","Okay","5.6","5.2","7.5","5.5","1.21 dB","7.4","8.2","5.2","8.5","No","No","No","Yes","0.0","No Bluetooth","N/A","N/A","","Razer"
"1702359442-256","https://www.rtings.com/headphones/tools/table/126803","Sennheiser CX True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08ZR5JB9G?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.7","5.5","In-ear","6.5","0.03 lbs","6.8","Not OS specific","Good","9.2","9.3","8.0","9.2","0.17 dB","7.4","9.3","7.2","7.5","Yes","Yes","No","No","7.0","5.2","321 ms","377 ms","","Sennheiser"
"1702359442-257","https://www.rtings.com/headphones/tools/table/126803","Jabra Elite 75t Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B083D87NM1?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","6.8","5.8","In-ear","7.5","0.02 lbs","8.0","Not OS specific","Decent","9.1","9.6","8.0","8.8","0.25 dB","7.1","8.4","6.8","8.0","Yes","Yes","No","No","8.4","5.0","N/A","261 ms","","Jabra"
"1702359442-258","https://www.rtings.com/headphones/tools/table/126803","JBL CLUB 700BT Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B084HNMGWD?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.3","5.6","On-ear","7.0","0.63 lbs","7.0","Not OS specific","Decent","","6.4","7.5","6.3","0.82 dB","8.1","7.7","9.0","7.5","Yes","Yes","No","No","8.4","5.0","N/A","158 ms","","JBL"
"1702359442-259","https://www.rtings.com/headphones/tools/table/126803","Jabra Evolve2 85 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08B8XH6V8?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.3","6.9","Over-ear","8.0","0.63 lbs","8.1","Not OS specific","Good","6.9","6.4","7.5","6.1","0.88 dB","7.3","6.1","8.9","8.0","Yes","Yes","No","No","8.3","5.0","N/A","233 ms","","Jabra"
"1702359442-260","https://www.rtings.com/headphones/tools/table/126803","Sennheiser CX Plus True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09BXYKD2W?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.6","5.4","In-ear","6.5","0.03 lbs","7.7","Not OS specific","Good","9.2","9.5","8.0","9.3","0.15 dB","7.6","9.4","7.3","7.5","Yes","Yes","No","No","6.8","5.2","217 ms","231 ms","","Sennheiser"
"1702359442-261","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Jib True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08G1YSRPR?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.6","5.3","In-ear","7.0","0.02 lbs","6.6","Not OS specific","Decent","9.2","9.4","7.5","9.5","0.1 dB","8.6","7.3","6.2","0.0","No","No","No","No","6.6","5.0","N/A","256 ms","","Skullcandy"
"1702359442-262","https://www.rtings.com/headphones/tools/table/126803","Bose SoundLink 2 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0117RGG8E?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2016","8.0","6.1","Over-ear","8.5","0.44 lbs","6.5","iOS","Great","6.4","6.1","7.0","6.6","0.73 dB","8.1","7.8","8.3","6.5","Yes","Yes","No","No","8.5","4.0","N/A","252 ms","","Bose"
"1702359442-263","https://www.rtings.com/headphones/tools/table/126803","Razer Kaira Pro Wireless for Xbox","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08LRV49W8?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.6","7.3","Over-ear","7.5","0.73 lbs","7.6","Not OS specific","Good","5.3","5.4","8.0","5.5","1.17 dB","5.7","8.2","8.1","8.0","No","No","No","No","8.4","5.0","N/A","267 ms","","Razer"
"1702359442-264","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Indy Evo True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0857JXV94?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.6","5.3","In-ear","7.0","0.02 lbs","6.9","Not OS specific","Okay","9.2","9.5","7.5","9.8","0.05 dB","8.2","8.0","5.2","4.0","Yes","Yes","No","No","6.9","5.0","N/A","231 ms","","Skullcandy"
"1702359442-265","https://www.rtings.com/headphones/tools/table/126803","Raycon E25 True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07XVT6FY7?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","4.4","4.8","In-ear","7.5","0.02 lbs","6.6","Not OS specific","Good","9.2","9.7","7.0","9.4","0.13 dB","5.8","8.8","6.4","0.0","No","No","No","No","6.6","5.0","N/A","240 ms","","Raycon"
"1702359442-266","https://www.rtings.com/headphones/tools/table/126803","Bose SoundSport Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B01L7PWBRG?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2016","7.8","5.9","Earbuds","7.5","0.05 lbs","6.0","Not OS specific","Okay","9.0","8.6","7.0","8.9","0.23 dB","7.9","9.2","6.0","6.5","Yes","Yes","No","No","8.5","4.0","N/A","249 ms","","Bose"
"1702359442-267","https://www.rtings.com/headphones/tools/table/126803","Audio-Technica ATH-M50xBT","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07HKVCVSY?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.3","5.8","Over-ear","7.5","0.7 lbs","6.5","Not OS specific","Okay","6.0","5.9","7.5","6.6","0.72 dB","6.8","8.4","7.9","6.0","Yes","Yes","No","No","7.0","5.0","184 ms","180 ms","","Audio-Technica"
"1702359442-268","https://www.rtings.com/headphones/tools/table/126803","Jabra Elite 85t Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08HR78C46?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.5","5.9","In-ear","7.5","0.03 lbs","8.1","Not OS specific","Decent","9.2","9.4","8.0","9.3","0.14 dB","8.1","9.3","6.8","8.0","Yes","Yes","No","No","7.9","5.1","N/A","268 ms","","Jabra"
"1702359442-269","https://www.rtings.com/headphones/tools/table/126803","Klipsch T5 II True Wireless ANC","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08B44CZ24?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.0","5.6","In-ear","6.5","0.02 lbs","8.0","Not OS specific","Decent","9.2","9.6","7.5","7.7","0.45 dB","7.5","8.7","6.8","8.0","Yes","Yes","No","No","6.9","5.0","N/A","230 ms","","Klipsch"
"1702359442-270","https://www.rtings.com/headphones/tools/table/126803","Anker SoundCore Liberty Air 2 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07SKJNCXM?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.0","5.7","In-ear","7.0","0.02 lbs","6.3","Not OS specific","Decent","9.2","9.3","7.5","9.7","0.06 dB","7.9","8.9","6.1","7.5","Yes","Yes","No","No","7.3","5.0","268 ms","","","Anker"
"1702359442-271","https://www.rtings.com/headphones/tools/table/126803","Cambridge Audio Melomania 1+ True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08XBJVKG9?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.6","5.4","In-ear","6.5","0.02 lbs","6.6","Not OS specific","Decent","9.2","9.7","7.5","9.2","0.17 dB","7.5","8.5","6.0","7.5","Yes","Yes","No","No","7.0","5.0","324 ms","423 ms","","Cambridge Audio"
"1702359442-272","https://www.rtings.com/headphones/tools/table/126803","Anker Soundcore Life Dot 2 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B086MZ9HQT?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.0","5.3","In-ear","7.0","0.03 lbs","5.1","Not OS specific","Decent","9.2","9.4","7.5","9.8","0.05 dB","8.0","8.0","7.3","0.0","No","No","No","No","6.8","5.0","N/A","321 ms","","Anker"
"1702359442-273","https://www.rtings.com/headphones/tools/table/126803","JBL Live 650 BTNC Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0B5G69Q3J?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.5","5.8","Over-ear","7.5","0.57 lbs","7.3","Not OS specific","Good","6.4","5.8","7.5","7.5","0.49 dB","7.7","8.7","7.5","7.5","Yes","Yes","No","No","8.4","4.2","N/A","186 ms","","JBL"
"1702359442-274","https://www.rtings.com/headphones/tools/table/126803","JBL Live 500BT Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07MJ7RLKZ?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.5","5.7","Over-ear","7.0","0.54 lbs","7.0","Not OS specific","Decent","6.5","5.8","7.5","6.9","0.65 dB","7.2","8.3","8.8","7.5","Yes","Yes","No","No","8.3","4.2","N/A","220 ms","","JBL"
"1702359442-275","https://www.rtings.com/headphones/tools/table/126803","Bose Sport Open Earbuds Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08VRLZGMF?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","5.5","5.5","Earbuds","7.0","0.07 lbs","6.9","Not OS specific","Great","10","9.0","8.0","8.5","0.3 dB","5.4","4.7","7.0","7.0","Yes","Yes","No","No","6.7","5.1","N/A","329 ms","","Bose"
"1702359442-276","https://www.rtings.com/headphones/tools/table/126803","Jabra Elite 65t Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B077ZGRVRX?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.0","5.6","In-ear","6.5","0.03 lbs","6.9","Not OS specific","Decent","8.7","9.5","7.5","8.7","0.27 dB","7.8","7.3","6.3","7.5","Yes","Yes","No","No","7.8","5.0","N/A","202 ms","","Jabra"
"1702359442-277","https://www.rtings.com/headphones/tools/table/126803","TOZO NC9 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B085NPCQLT?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.7","5.3","In-ear","7.0","0.02 lbs","7.6","Not OS specific","Decent","9.2","9.4","7.5","8.2","0.36 dB","7.3","9.4","5.7","0.0","No","No","No","No","6.9","5.0","N/A","230 ms","","TOZO"
"1702359442-278","https://www.rtings.com/headphones/tools/table/126803","Sony WI-XB400 EXTRA BASS Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07WNXS613?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.1","5.4","In-ear","7.0","0.05 lbs","6.5","Not OS specific","Good","9.2","9.1","6.5","9.4","0.12 dB","8.1","9.0","6.8","0.0","No","No","No","No","6.9","5.0","N/A","209 ms","","Sony"
"1702359442-279","https://www.rtings.com/headphones/tools/table/126803","JBL Tour Pro+ TWS True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B092CTZVDG?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.5","5.9","In-ear","7.5","0.03 lbs","6.5","Not OS specific","Decent","9.2","9.4","8.0","9.6","0.08 dB","8.2","9.1","6.7","8.0","Yes","Yes","No","No","6.9","5.0","N/A","312 ms","","JBL"
"1702359442-280","https://www.rtings.com/headphones/tools/table/126803","ROCCAT Syn Pro Air Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0947HTBH8?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.5","7.0","Over-ear","7.5","0.69 lbs","5.7","Not OS specific","Good","7.0","5.5","7.5","5.4","1.28 dB","6.7","7.3","7.6","7.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","ROCCAT"
"1702359442-281","https://www.rtings.com/headphones/tools/table/126803","Sony WI-C310 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07Q7SX29X?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.5","5.4","In-ear","7.0","0.04 lbs","6.5","Not OS specific","Good","9.1","9.6","6.5","8.9","0.23 dB","8.3","9.3","6.6","0.0","No","No","No","No","6.7","5.0","N/A","204 ms","","Sony"
"1702359442-282","https://www.rtings.com/headphones/tools/table/126803","JBL Tour One Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B092CJJ37Y?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.4","5.8","Over-ear","7.5","0.61 lbs","8.1","Not OS specific","Good","5.5","6.1","7.5","5.6","1.11 dB","7.5","7.8","8.8","8.0","Yes","Yes","No","No","8.4","5.0","N/A","181 ms","","JBL"
"1702359442-283","https://www.rtings.com/headphones/tools/table/126803","TaoTronics SoundLiberty 79 Truly Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=TaoTronics+SoundLiberty+79&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.4","5.5","In-ear","7.0","0.02 lbs","6.4","Not OS specific","Decent","9.2","9.4","7.5","9.9","0.03 dB","8.7","9.1","6.1","0.0","No","No","No","No","7.2","5.0","N/A","300 ms","","TaoTronics"
"1702359442-284","https://www.rtings.com/headphones/tools/table/126803","Razer Hammerhead True Wireless 2019","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07Z77V1RH?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","6.1","5.2","Earbuds","6.5","0.02 lbs","5.1","Not OS specific","Okay","9.2","9.5","7.0","9.4","0.12 dB","6.5","9.1","6.3","6.0","Yes","Yes","No","No","6.5","5.0","N/A","271 ms","","Razer"
"1702359442-285","https://www.rtings.com/headphones/tools/table/126803","Plantronics BackBeat Go 810 Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Plantronics+Backbeat+Go+810&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","8.0","6.0","Over-ear","7.0","0.5 lbs","7.3","Not OS specific","Great","6.1","6.1","7.0","8.3","0.33 dB","7.8","8.0","8.3","6.5","Yes","Yes","No","No","8.3","5.0","N/A","303 ms","","Plantronics"
"1702359442-286","https://www.rtings.com/headphones/tools/table/126803","Drop + THX Panda Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08JH72YS1?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.5","5.5","Over-ear","7.5","0.84 lbs","6.6","Not OS specific","Good","6.5","6.0","7.5","5.5","1.18 dB","7.5","7.3","9.2","0.0","No","No","No","No","8.0","5.0","219 ms","235 ms","","Drop"
"1702359442-287","https://www.rtings.com/headphones/tools/table/126803","Sony WF-XB700 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B085VQFZ8Z?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.1","5.3","In-ear","7.0","0.04 lbs","6.0","Not OS specific","Mediocre","9.2","9.2","7.5","9.1","0.18 dB","8.4","9.1","6.4","0.0","No","No","No","No","7.1","5.0","N/A","221 ms","","Sony"
"1702359442-288","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 7 2019 Edition Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07FZVXS8H?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.5","7.3","Over-ear","7.5","0.77 lbs","6.2","Not OS specific","Decent","6.3","5.6","8.0","5.7","1.07 dB","7.3","7.5","8.9","8.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","SteelSeries"
